train_sharpe,train_annual_return,train_crisis_return,z,th,sw,sth,ddw,ddt,cw,val_sharpe,val_annual_return,val_crisis_return,selection_score
0.396271462382482,0.052168845047672274,0.007008024389123513,10,1.5,60,-0.05,100,-0.03,0.3,0.8563807415624644,0.13099521493045851,-0.5593685769903234,0.2812441425874864
0.39412686452509543,0.05179980961766173,0.006015808356379715,10,1.5,60,-0.05,100,-0.03,0.4,0.8562603262751213,0.1309739566118997,-0.5597157146116847,0.27859349908758896
0.3983177565454138,0.052520994605867566,0.007955441703536348,10,1.5,60,-0.05,100,-0.05,0.2,0.8564892872309741,0.1310143638092931,-0.5590483446197472,0.2837748738740237
0.396271462382482,0.052168845047672274,0.007008024389123513,10,1.5,60,-0.05,100,-0.05,0.3,0.8563807415624644,0.13099521493045851,-0.5593685769903234,0.2812441425874864
0.39412686452509543,0.05179980961766173,0.006015808356379715,10,1.5,60,-0.05,100,-0.05,0.4,0.8562603262751213,0.1309739566118997,-0.5597157146116847,0.27859349908758896
0.4422807907412798,0.06000708262778032,-0.00786531983103489,10,2.0,20,-0.03,50,-0.03,0.2,0.7418432249667065,0.11097061256080987,-0.5830554744451094,0.36739018218492314
0.4401788609451628,0.05963819847825502,-0.008706436032151266,10,2.0,20,-0.03,50,-0.03,0.3,0.7419402224144478,0.11094481363140285,-0.5732727546692702,0.3647385205778415
0.43758276001204277,0.05918552565040769,-0.009761245178557476,10,2.0,20,-0.03,50,-0.03,0.4,0.7422589356636633,0.110964253023075,-0.5621542516039095,0.36141371609913764
0.4422807907412798,0.06000708262778032,-0.00786531983103489,10,2.0,20,-0.03,50,-0.05,0.2,0.7418432249667065,0.11097061256080987,-0.5830554744451094,0.36739018218492314
0.4401788609451628,0.05963819847825502,-0.008706436032151266,10,2.0,20,-0.03,50,-0.05,0.3,0.7419402224144478,0.11094481363140285,-0.5732727546692702,0.3647385205778415
0.43758276001204277,0.05918552565040769,-0.009761245178557476,10,2.0,20,-0.03,50,-0.05,0.4,0.7422589356636633,0.110964253023075,-0.5621542516039095,0.36141371609913764
0.4422639027683924,0.06000785776849371,-0.00833357800855361,10,2.0,20,-0.03,100,-0.03,0.2,0.7414720776883705,0.11089532561758442,-0.5828870759848155,0.36746185903839784
0.43991606057891636,0.0595966563082988,-0.009284172595948603,10,2.0,20,-0.03,100,-0.03,0.3,0.7418040282695983,0.11091069117651409,-0.5729419321045934,0.36444406865624585
0.43749131682818654,0.05917257831748479,-0.010262311818217906,10,2.0,20,-0.03,100,-0.03,0.4,0.7422506290805491,0.11095231058068178,-0.5615972169085879,0.36130148876509594
0.4422639027683924,0.06000785776849371,-0.00833357800855361,10,2.0,20,-0.03,100,-0.05,0.2,0.7414720776883705,0.11089532561758442,-0.5828870759848155,0.36746185903839784
